number,created_at,updated_at,url,html_url,state,fixed_at,dismissed_by,dismissed_at,dismissed_reason,dismissed_comment,rule.id,rule.severity,rule.description,rule.name,rule.tags,tool.name,tool.guid,tool.version,most_recent_instance.ref,most_recent_instance.analysis_key,most_recent_instance.environment,most_recent_instance.category,most_recent_instance.state,most_recent_instance.commit_sha,most_recent_instance.message.text,most_recent_instance.location.path,most_recent_instance.location.start_line,most_recent_instance.location.end_line,most_recent_instance.location.start_column,most_recent_instance.location.end_column,most_recent_instance.classifications,instances_url,rule.security_severity_level,dismissed_by.login,dismissed_by.id,dismissed_by.node_id,dismissed_by.avatar_url,dismissed_by.gravatar_id,dismissed_by.url,dismissed_by.html_url,dismissed_by.followers_url,dismissed_by.following_url,dismissed_by.gists_url,dismissed_by.starred_url,dismissed_by.subscriptions_url,dismissed_by.organizations_url,dismissed_by.repos_url,dismissed_by.events_url,dismissed_by.received_events_url,dismissed_by.type,dismissed_by.site_admin
152,2022-04-01T15:47:53Z,2022-05-06T15:47:07Z,https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/152,https://github.com/octodemo/vulnerable-node/security/code-scanning/152,fixed,2022-05-13T15:47:03Z,null,null,null,null,ejs_ect_template,error,,EjsEctTemplate,[],nodejsscan,null,0.3.6,refs/heads/main,.github/workflows/njsscan-analysis.yml:njsscan,{},.github/workflows/njsscan-analysis.yml:njsscan,fixed,36ab7c174a0e19b333c268ae35eeab7fd4a60c34,The EJS/ECT template has an unescaped variable. Untrusted user input passed to this variable results in Cross Site Scripting (XSS).,views/product_detail.ejs,51,51,2838,2857,[],https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/152/instances,undefined,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
151,2022-03-04T15:48:24Z,2022-03-04T15:48:24Z,https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/151,https://github.com/octodemo/vulnerable-node/security/code-scanning/151,fixed,2022-03-11T15:48:18Z,null,null,null,null,ejs_ect_template,error,,EjsEctTemplate,[],nodejsscan,null,0.3.6,refs/heads/main,.github/workflows/njsscan-analysis.yml:njsscan,{},.github/workflows/njsscan-analysis.yml:njsscan,fixed,0a5db27b92fecc2013dd0d11fd4f3e67dbd62269,The EJS/ECT template has an unescaped variable. Untrusted user input passed to this variable results in Cross Site Scripting (XSS).,views/layout.ejs,36,37,1107,1116,[],https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/151/instances,undefined,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
150,2022-02-25T15:45:22Z,2022-02-25T15:45:22Z,https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/150,https://github.com/octodemo/vulnerable-node/security/code-scanning/150,fixed,2022-03-04T15:48:24Z,null,null,null,null,ejs_ect_template,error,,EjsEctTemplate,[],nodejsscan,null,0.3.6,refs/heads/main,.github/workflows/njsscan-analysis.yml:njsscan,{},.github/workflows/njsscan-analysis.yml:njsscan,fixed,0a5db27b92fecc2013dd0d11fd4f3e67dbd62269,The EJS/ECT template has an unescaped variable. Untrusted user input passed to this variable results in Cross Site Scripting (XSS).,views/bought_products.ejs,26,26,631,660,[],https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/150/instances,undefined,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
149,2022-02-11T15:47:40Z,2022-07-15T15:46:57Z,https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/149,https://github.com/octodemo/vulnerable-node/security/code-scanning/149,fixed,2022-07-22T15:46:40Z,null,null,null,null,ejs_ect_template,error,,EjsEctTemplate,[],nodejsscan,null,0.3.6,refs/heads/main,.github/workflows/njsscan-analysis.yml:njsscan,{},.github/workflows/njsscan-analysis.yml:njsscan,fixed,36ab7c174a0e19b333c268ae35eeab7fd4a60c34,The EJS/ECT template has an unescaped variable. Untrusted user input passed to this variable results in Cross Site Scripting (XSS).,views/products.ejs,16,16,449,502,[],https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/149/instances,undefined,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
148,2022-02-04T15:43:53Z,2022-07-01T15:46:52Z,https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/148,https://github.com/octodemo/vulnerable-node/security/code-scanning/148,fixed,2022-07-08T15:56:29Z,null,null,null,null,ejs_ect_template,error,,EjsEctTemplate,[],nodejsscan,null,0.3.6,refs/heads/main,.github/workflows/njsscan-analysis.yml:njsscan,{},.github/workflows/njsscan-analysis.yml:njsscan,fixed,36ab7c174a0e19b333c268ae35eeab7fd4a60c34,The EJS/ECT template has an unescaped variable. Untrusted user input passed to this variable results in Cross Site Scripting (XSS).,views/content.ejs,52,52,2156,2165,[],https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/148/instances,undefined,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
147,2022-02-04T05:34:42Z,2022-02-18T05:34:55Z,https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/147,https://github.com/octodemo/vulnerable-node/security/code-scanning/147,fixed,2022-02-25T05:34:56Z,null,null,null,null,docker.io/my-organization/my-app:0a5db27b92fecc2013dd0d11fd4f3e67dbd62269 (ubuntu 16.04): libexpat1-2.1.0-7ubuntu0.16.04.5 CVE-2022-23990,warning,CVE-2022-23990 Package: libexpat1,OS Package Vulnerability (Ubuntu),"[""MEDIUM"",""libexpat1"",""vulnerability""]",Trivy,null,0.15.0,refs/heads/main,.github/workflows/trivy-analysis.yml:run,{},.github/workflows/trivy-analysis.yml:run,fixed,0a5db27b92fecc2013dd0d11fd4f3e67dbd62269,Expat (aka libexpat) before 2.4.4 has an integer overflow in the doProlog function.,docker.io/my-organization/my-app:0a5db27b92fecc2013dd0d11fd4f3e67dbd62269,1,1,1,1,[],https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/147/instances,undefined,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
100,2022-01-28T23:36:04Z,2022-05-27T15:46:59Z,https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/100,https://github.com/octodemo/vulnerable-node/security/code-scanning/100,fixed,2022-06-03T15:45:54Z,null,null,null,null,ejs_ect_template,error,,EjsEctTemplate,[],nodejsscan,null,0.3.6,refs/heads/main,.github/workflows/njsscan-analysis.yml:njsscan,{},.github/workflows/njsscan-analysis.yml:njsscan,fixed,36ab7c174a0e19b333c268ae35eeab7fd4a60c34,The EJS/ECT template has an unescaped variable. Untrusted user input passed to this variable results in Cross Site Scripting (XSS).,views/login.ejs,17,17,737,751,[],https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/100/instances,undefined,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
94,2022-01-28T23:09:53Z,2022-01-28T23:09:53Z,https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/94,https://github.com/octodemo/vulnerable-node/security/code-scanning/94,fixed,2022-01-28T23:21:17Z,null,null,null,null,docker.io/my-organization/my-app:2c7968c85fb5ebe34fb56d53b8cb1ead55cd3d67 (ubuntu 16.04): openssl-1.0.2g-1ubuntu4.20 CVE-2021-3601,note,CVE-2021-3601 Package: openssl,OS Package Vulnerability (Ubuntu),"[""LOW"",""openssl"",""vulnerability""]",Trivy,null,0.15.0,refs/heads/main,.github/workflows/trivy-analysis.yml:run,{},.github/workflows/trivy-analysis.yml:run,fixed,2c7968c85fb5ebe34fb56d53b8cb1ead55cd3d67,"A flaw was found in the way OpenSSL will accept a certificate with explicitly set Basic Constraints to CA:FALSE as a valid CA if it is present in the trusted bundle. This flaw allows an attacker with access to a private key, of which the corresponding certificate is in the trust bundle, to use this flaw for MITM to any connection from the victim machine.",docker.io/my-organization/my-app:2c7968c85fb5ebe34fb56d53b8cb1ead55cd3d67,1,1,1,1,[],https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/94/instances,undefined,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
93,2022-01-28T23:09:53Z,2022-01-28T23:09:53Z,https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/93,https://github.com/octodemo/vulnerable-node/security/code-scanning/93,fixed,2022-01-28T23:21:17Z,null,null,null,null,docker.io/my-organization/my-app:2c7968c85fb5ebe34fb56d53b8cb1ead55cd3d67 (ubuntu 16.04): multiarch-support-2.23-0ubuntu11.3 CVE-2021-35942,note,CVE-2021-35942 Package: multiarch-support,OS Package Vulnerability (Ubuntu),"[""LOW"",""multiarch-support"",""vulnerability""]",Trivy,null,0.15.0,refs/heads/main,.github/workflows/trivy-analysis.yml:run,{},.github/workflows/trivy-analysis.yml:run,fixed,2c7968c85fb5ebe34fb56d53b8cb1ead55cd3d67,"The wordexp function in the GNU C Library (aka glibc) through 2.33 may crash or read arbitrary memory in parse_param (in posix/wordexp.c) when called with an untrusted, crafted pattern, potentially resulting in a denial of service or disclosure of information. This occurs because atoi was used but strtoul should have been used to ensure correct calculations.",docker.io/my-organization/my-app:2c7968c85fb5ebe34fb56d53b8cb1ead55cd3d67,1,1,1,1,[],https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/93/instances,undefined,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
92,2022-01-28T23:09:53Z,2022-01-28T23:09:53Z,https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/92,https://github.com/octodemo/vulnerable-node/security/code-scanning/92,fixed,2022-01-28T23:21:17Z,null,null,null,null,docker.io/my-organization/my-app:2c7968c85fb5ebe34fb56d53b8cb1ead55cd3d67 (ubuntu 16.04): multiarch-support-2.23-0ubuntu11.3 CVE-2021-33574,note,CVE-2021-33574 Package: multiarch-support,OS Package Vulnerability (Ubuntu),"[""LOW"",""multiarch-support"",""vulnerability""]",Trivy,null,0.15.0,refs/heads/main,.github/workflows/trivy-analysis.yml:run,{},.github/workflows/trivy-analysis.yml:run,fixed,2c7968c85fb5ebe34fb56d53b8cb1ead55cd3d67,"The mq_notify function in the GNU C Library (aka glibc) versions 2.32 and 2.33 has a use-after-free. It may use the notification thread attributes object (passed through its struct sigevent parameter) after it has been freed by the caller, leading to a denial of service (application crash) or possibly unspecified other impact.",docker.io/my-organization/my-app:2c7968c85fb5ebe34fb56d53b8cb1ead55cd3d67,1,1,1,1,[],https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/92/instances,undefined,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
91,2022-01-28T23:09:53Z,2022-01-28T23:09:53Z,https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/91,https://github.com/octodemo/vulnerable-node/security/code-scanning/91,fixed,2022-01-28T23:21:17Z,null,null,null,null,docker.io/my-organization/my-app:2c7968c85fb5ebe34fb56d53b8cb1ead55cd3d67 (ubuntu 16.04): multiarch-support-2.23-0ubuntu11.3 CVE-2021-38604,warning,CVE-2021-38604 Package: multiarch-support,OS Package Vulnerability (Ubuntu),"[""MEDIUM"",""multiarch-support"",""vulnerability""]",Trivy,null,0.15.0,refs/heads/main,.github/workflows/trivy-analysis.yml:run,{},.github/workflows/trivy-analysis.yml:run,fixed,2c7968c85fb5ebe34fb56d53b8cb1ead55cd3d67,"In librt in the GNU C Library (aka glibc) through 2.34, sysdeps/unix/sysv/linux/mq_notify.c mishandles certain NOTIFY_REMOVED data, leading to a NULL pointer dereference. NOTE: this vulnerability was introduced as a side effect of the CVE-2021-33574 fix.",docker.io/my-organization/my-app:2c7968c85fb5ebe34fb56d53b8cb1ead55cd3d67,1,1,1,1,[],https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/91/instances,undefined,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
90,2022-01-28T23:09:53Z,2022-01-28T23:09:53Z,https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/90,https://github.com/octodemo/vulnerable-node/security/code-scanning/90,fixed,2022-01-28T23:21:17Z,null,null,null,null,docker.io/my-organization/my-app:2c7968c85fb5ebe34fb56d53b8cb1ead55cd3d67 (ubuntu 16.04): libssl1.0.0-1.0.2g-1ubuntu4.20 CVE-2021-3601,note,CVE-2021-3601 Package: libssl1.0.0,OS Package Vulnerability (Ubuntu),"[""LOW"",""libssl1.0.0"",""vulnerability""]",Trivy,null,0.15.0,refs/heads/main,.github/workflows/trivy-analysis.yml:run,{},.github/workflows/trivy-analysis.yml:run,fixed,2c7968c85fb5ebe34fb56d53b8cb1ead55cd3d67,"A flaw was found in the way OpenSSL will accept a certificate with explicitly set Basic Constraints to CA:FALSE as a valid CA if it is present in the trusted bundle. This flaw allows an attacker with access to a private key, of which the corresponding certificate is in the trust bundle, to use this flaw for MITM to any connection from the victim machine.",docker.io/my-organization/my-app:2c7968c85fb5ebe34fb56d53b8cb1ead55cd3d67,1,1,1,1,[],https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/90/instances,undefined,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
89,2022-01-28T23:09:53Z,2022-01-28T23:09:53Z,https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/89,https://github.com/octodemo/vulnerable-node/security/code-scanning/89,fixed,2022-01-28T23:21:17Z,null,null,null,null,docker.io/my-organization/my-app:2c7968c85fb5ebe34fb56d53b8cb1ead55cd3d67 (ubuntu 16.04): libssl-doc-1.0.2g-1ubuntu4.20 CVE-2021-3601,note,CVE-2021-3601 Package: libssl-doc,OS Package Vulnerability (Ubuntu),"[""LOW"",""libssl-doc"",""vulnerability""]",Trivy,null,0.15.0,refs/heads/main,.github/workflows/trivy-analysis.yml:run,{},.github/workflows/trivy-analysis.yml:run,fixed,2c7968c85fb5ebe34fb56d53b8cb1ead55cd3d67,"A flaw was found in the way OpenSSL will accept a certificate with explicitly set Basic Constraints to CA:FALSE as a valid CA if it is present in the trusted bundle. This flaw allows an attacker with access to a private key, of which the corresponding certificate is in the trust bundle, to use this flaw for MITM to any connection from the victim machine.",docker.io/my-organization/my-app:2c7968c85fb5ebe34fb56d53b8cb1ead55cd3d67,1,1,1,1,[],https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/89/instances,undefined,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
88,2022-01-28T23:09:53Z,2022-01-28T23:09:53Z,https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/88,https://github.com/octodemo/vulnerable-node/security/code-scanning/88,fixed,2022-01-28T23:21:17Z,null,null,null,null,docker.io/my-organization/my-app:2c7968c85fb5ebe34fb56d53b8cb1ead55cd3d67 (ubuntu 16.04): libssl-dev-1.0.2g-1ubuntu4.20 CVE-2021-3601,note,CVE-2021-3601 Package: libssl-dev,OS Package Vulnerability (Ubuntu),"[""LOW"",""libssl-dev"",""vulnerability""]",Trivy,null,0.15.0,refs/heads/main,.github/workflows/trivy-analysis.yml:run,{},.github/workflows/trivy-analysis.yml:run,fixed,2c7968c85fb5ebe34fb56d53b8cb1ead55cd3d67,"A flaw was found in the way OpenSSL will accept a certificate with explicitly set Basic Constraints to CA:FALSE as a valid CA if it is present in the trusted bundle. This flaw allows an attacker with access to a private key, of which the corresponding certificate is in the trust bundle, to use this flaw for MITM to any connection from the victim machine.",docker.io/my-organization/my-app:2c7968c85fb5ebe34fb56d53b8cb1ead55cd3d67,1,1,1,1,[],https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/88/instances,undefined,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
87,2022-01-28T23:09:53Z,2022-01-28T23:09:53Z,https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/87,https://github.com/octodemo/vulnerable-node/security/code-scanning/87,fixed,2022-01-28T23:21:17Z,null,null,null,null,docker.io/my-organization/my-app:2c7968c85fb5ebe34fb56d53b8cb1ead55cd3d67 (ubuntu 16.04): libexpat1-2.1.0-7ubuntu0.16.04.5 CVE-2022-23852,warning,CVE-2022-23852 Package: libexpat1,OS Package Vulnerability (Ubuntu),"[""MEDIUM"",""libexpat1"",""vulnerability""]",Trivy,null,0.15.0,refs/heads/main,.github/workflows/trivy-analysis.yml:run,{},.github/workflows/trivy-analysis.yml:run,fixed,2c7968c85fb5ebe34fb56d53b8cb1ead55cd3d67,"Expat (aka libexpat) before 2.4.4 has a signed integer overflow in XML_GetBuffer, for configurations with a nonzero XML_CONTEXT_BYTES.",docker.io/my-organization/my-app:2c7968c85fb5ebe34fb56d53b8cb1ead55cd3d67,1,1,1,1,[],https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/87/instances,undefined,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
86,2022-01-28T23:09:53Z,2022-01-28T23:09:53Z,https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/86,https://github.com/octodemo/vulnerable-node/security/code-scanning/86,fixed,2022-01-28T23:21:17Z,null,null,null,null,docker.io/my-organization/my-app:2c7968c85fb5ebe34fb56d53b8cb1ead55cd3d67 (ubuntu 16.04): libc6-dev-2.23-0ubuntu11.3 CVE-2021-35942,note,CVE-2021-35942 Package: libc6-dev,OS Package Vulnerability (Ubuntu),"[""LOW"",""libc6-dev"",""vulnerability""]",Trivy,null,0.15.0,refs/heads/main,.github/workflows/trivy-analysis.yml:run,{},.github/workflows/trivy-analysis.yml:run,fixed,2c7968c85fb5ebe34fb56d53b8cb1ead55cd3d67,"The wordexp function in the GNU C Library (aka glibc) through 2.33 may crash or read arbitrary memory in parse_param (in posix/wordexp.c) when called with an untrusted, crafted pattern, potentially resulting in a denial of service or disclosure of information. This occurs because atoi was used but strtoul should have been used to ensure correct calculations.",docker.io/my-organization/my-app:2c7968c85fb5ebe34fb56d53b8cb1ead55cd3d67,1,1,1,1,[],https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/86/instances,undefined,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
85,2022-01-28T23:09:53Z,2022-01-28T23:09:53Z,https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/85,https://github.com/octodemo/vulnerable-node/security/code-scanning/85,fixed,2022-01-28T23:21:17Z,null,null,null,null,docker.io/my-organization/my-app:2c7968c85fb5ebe34fb56d53b8cb1ead55cd3d67 (ubuntu 16.04): libc6-dev-2.23-0ubuntu11.3 CVE-2021-33574,note,CVE-2021-33574 Package: libc6-dev,OS Package Vulnerability (Ubuntu),"[""LOW"",""libc6-dev"",""vulnerability""]",Trivy,null,0.15.0,refs/heads/main,.github/workflows/trivy-analysis.yml:run,{},.github/workflows/trivy-analysis.yml:run,fixed,2c7968c85fb5ebe34fb56d53b8cb1ead55cd3d67,"The mq_notify function in the GNU C Library (aka glibc) versions 2.32 and 2.33 has a use-after-free. It may use the notification thread attributes object (passed through its struct sigevent parameter) after it has been freed by the caller, leading to a denial of service (application crash) or possibly unspecified other impact.",docker.io/my-organization/my-app:2c7968c85fb5ebe34fb56d53b8cb1ead55cd3d67,1,1,1,1,[],https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/85/instances,undefined,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
84,2022-01-28T23:09:53Z,2022-01-28T23:09:53Z,https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/84,https://github.com/octodemo/vulnerable-node/security/code-scanning/84,fixed,2022-01-28T23:21:17Z,null,null,null,null,docker.io/my-organization/my-app:2c7968c85fb5ebe34fb56d53b8cb1ead55cd3d67 (ubuntu 16.04): libc6-dev-2.23-0ubuntu11.3 CVE-2021-38604,warning,CVE-2021-38604 Package: libc6-dev,OS Package Vulnerability (Ubuntu),"[""MEDIUM"",""libc6-dev"",""vulnerability""]",Trivy,null,0.15.0,refs/heads/main,.github/workflows/trivy-analysis.yml:run,{},.github/workflows/trivy-analysis.yml:run,fixed,2c7968c85fb5ebe34fb56d53b8cb1ead55cd3d67,"In librt in the GNU C Library (aka glibc) through 2.34, sysdeps/unix/sysv/linux/mq_notify.c mishandles certain NOTIFY_REMOVED data, leading to a NULL pointer dereference. NOTE: this vulnerability was introduced as a side effect of the CVE-2021-33574 fix.",docker.io/my-organization/my-app:2c7968c85fb5ebe34fb56d53b8cb1ead55cd3d67,1,1,1,1,[],https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/84/instances,undefined,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
83,2022-01-28T23:09:53Z,2022-01-28T23:09:53Z,https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/83,https://github.com/octodemo/vulnerable-node/security/code-scanning/83,fixed,2022-01-28T23:21:17Z,null,null,null,null,docker.io/my-organization/my-app:2c7968c85fb5ebe34fb56d53b8cb1ead55cd3d67 (ubuntu 16.04): libc6-2.23-0ubuntu11.3 CVE-2021-35942,note,CVE-2021-35942 Package: libc6,OS Package Vulnerability (Ubuntu),"[""LOW"",""libc6"",""vulnerability""]",Trivy,null,0.15.0,refs/heads/main,.github/workflows/trivy-analysis.yml:run,{},.github/workflows/trivy-analysis.yml:run,fixed,2c7968c85fb5ebe34fb56d53b8cb1ead55cd3d67,"The wordexp function in the GNU C Library (aka glibc) through 2.33 may crash or read arbitrary memory in parse_param (in posix/wordexp.c) when called with an untrusted, crafted pattern, potentially resulting in a denial of service or disclosure of information. This occurs because atoi was used but strtoul should have been used to ensure correct calculations.",docker.io/my-organization/my-app:2c7968c85fb5ebe34fb56d53b8cb1ead55cd3d67,1,1,1,1,[],https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/83/instances,undefined,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
82,2022-01-28T23:09:53Z,2022-01-28T23:09:53Z,https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/82,https://github.com/octodemo/vulnerable-node/security/code-scanning/82,fixed,2022-01-28T23:21:17Z,null,null,null,null,docker.io/my-organization/my-app:2c7968c85fb5ebe34fb56d53b8cb1ead55cd3d67 (ubuntu 16.04): libc6-2.23-0ubuntu11.3 CVE-2021-33574,note,CVE-2021-33574 Package: libc6,OS Package Vulnerability (Ubuntu),"[""LOW"",""libc6"",""vulnerability""]",Trivy,null,0.15.0,refs/heads/main,.github/workflows/trivy-analysis.yml:run,{},.github/workflows/trivy-analysis.yml:run,fixed,2c7968c85fb5ebe34fb56d53b8cb1ead55cd3d67,"The mq_notify function in the GNU C Library (aka glibc) versions 2.32 and 2.33 has a use-after-free. It may use the notification thread attributes object (passed through its struct sigevent parameter) after it has been freed by the caller, leading to a denial of service (application crash) or possibly unspecified other impact.",docker.io/my-organization/my-app:2c7968c85fb5ebe34fb56d53b8cb1ead55cd3d67,1,1,1,1,[],https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/82/instances,undefined,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
81,2022-01-28T23:09:53Z,2022-01-28T23:09:53Z,https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/81,https://github.com/octodemo/vulnerable-node/security/code-scanning/81,fixed,2022-01-28T23:21:17Z,null,null,null,null,docker.io/my-organization/my-app:2c7968c85fb5ebe34fb56d53b8cb1ead55cd3d67 (ubuntu 16.04): libc6-2.23-0ubuntu11.3 CVE-2021-38604,warning,CVE-2021-38604 Package: libc6,OS Package Vulnerability (Ubuntu),"[""MEDIUM"",""libc6"",""vulnerability""]",Trivy,null,0.15.0,refs/heads/main,.github/workflows/trivy-analysis.yml:run,{},.github/workflows/trivy-analysis.yml:run,fixed,2c7968c85fb5ebe34fb56d53b8cb1ead55cd3d67,"In librt in the GNU C Library (aka glibc) through 2.34, sysdeps/unix/sysv/linux/mq_notify.c mishandles certain NOTIFY_REMOVED data, leading to a NULL pointer dereference. NOTE: this vulnerability was introduced as a side effect of the CVE-2021-33574 fix.",docker.io/my-organization/my-app:2c7968c85fb5ebe34fb56d53b8cb1ead55cd3d67,1,1,1,1,[],https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/81/instances,undefined,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
80,2022-01-28T23:09:53Z,2022-01-28T23:09:53Z,https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/80,https://github.com/octodemo/vulnerable-node/security/code-scanning/80,fixed,2022-01-28T23:21:17Z,null,null,null,null,docker.io/my-organization/my-app:2c7968c85fb5ebe34fb56d53b8cb1ead55cd3d67 (ubuntu 16.04): libc-dev-bin-2.23-0ubuntu11.3 CVE-2021-35942,note,CVE-2021-35942 Package: libc-dev-bin,OS Package Vulnerability (Ubuntu),"[""LOW"",""libc-dev-bin"",""vulnerability""]",Trivy,null,0.15.0,refs/heads/main,.github/workflows/trivy-analysis.yml:run,{},.github/workflows/trivy-analysis.yml:run,fixed,2c7968c85fb5ebe34fb56d53b8cb1ead55cd3d67,"The wordexp function in the GNU C Library (aka glibc) through 2.33 may crash or read arbitrary memory in parse_param (in posix/wordexp.c) when called with an untrusted, crafted pattern, potentially resulting in a denial of service or disclosure of information. This occurs because atoi was used but strtoul should have been used to ensure correct calculations.",docker.io/my-organization/my-app:2c7968c85fb5ebe34fb56d53b8cb1ead55cd3d67,1,1,1,1,[],https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/80/instances,undefined,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
79,2022-01-28T23:09:53Z,2022-01-28T23:09:53Z,https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/79,https://github.com/octodemo/vulnerable-node/security/code-scanning/79,fixed,2022-01-28T23:21:17Z,null,null,null,null,docker.io/my-organization/my-app:2c7968c85fb5ebe34fb56d53b8cb1ead55cd3d67 (ubuntu 16.04): libc-dev-bin-2.23-0ubuntu11.3 CVE-2021-33574,note,CVE-2021-33574 Package: libc-dev-bin,OS Package Vulnerability (Ubuntu),"[""LOW"",""libc-dev-bin"",""vulnerability""]",Trivy,null,0.15.0,refs/heads/main,.github/workflows/trivy-analysis.yml:run,{},.github/workflows/trivy-analysis.yml:run,fixed,2c7968c85fb5ebe34fb56d53b8cb1ead55cd3d67,"The mq_notify function in the GNU C Library (aka glibc) versions 2.32 and 2.33 has a use-after-free. It may use the notification thread attributes object (passed through its struct sigevent parameter) after it has been freed by the caller, leading to a denial of service (application crash) or possibly unspecified other impact.",docker.io/my-organization/my-app:2c7968c85fb5ebe34fb56d53b8cb1ead55cd3d67,1,1,1,1,[],https://api.github.com/repos/octodemo/vulnerable-node/code-scanning/alerts/79/instances,undefined,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
